date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:30	5824/5824	---M--	200	added ('OK')	font/woff2	etag:W/%2216c0-49773873e8%22	https://www.the99apartments.com/_next/static/media/d8a0c67dc31f196e-s.woff2	C:/Users/Isaac%20Winner/Desktop/thepreciousapartment/www.the99apartments.com/_next/static/media/d8a0c67dc31f196e-s.woff2	(from https://www.the99apartments.com/_next/static/css/339706e6d6fc10f3.css)
15:45:31	5872/5872	---M--	200	added ('OK')	font/woff2	etag:W/%2216f0-49773873e8%22	https://www.the99apartments.com/_next/static/media/e4f1ac6216f8d8cb-s.woff2	C:/Users/Isaac%20Winner/Desktop/thepreciousapartment/www.the99apartments.com/_next/static/media/e4f1ac6216f8d8cb-s.woff2	(from https://www.the99apartments.com/_next/static/css/339706e6d6fc10f3.css)
15:45:32	5708/5708	---M--	200	added ('OK')	font/woff2	etag:W/%22164c-49773873e8%22	https://www.the99apartments.com/_next/static/media/7361da631c442576-s.woff2	C:/Users/Isaac%20Winner/Desktop/thepreciousapartment/www.the99apartments.com/_next/static/media/7361da631c442576-s.woff2	(from https://www.the99apartments.com/_next/static/css/339706e6d6fc10f3.css)
15:45:32	3493750/3493750	---M--	200	added ('OK')	image/png	etag:W/%22354f76-49773873e8%22	https://www.the99apartments.com/hero-bg.png	C:/Users/Isaac%20Winner/Desktop/thepreciousapartment/www.the99apartments.com/hero-bg.png	(from https://www.the99apartments.com/_next/static/css/339706e6d6fc10f3.css)
15:45:33	5232/5232	---M--	200	added ('OK')	font/woff2	etag:W/%221470-49773873e8%22	https://www.the99apartments.com/_next/static/media/94575ae3783e7c88-s.woff2	C:/Users/Isaac%20Winner/Desktop/thepreciousapartment/www.the99apartments.com/_next/static/media/94575ae3783e7c88-s.woff2	(from https://www.the99apartments.com/_next/static/css/339706e6d6fc10f3.css)
15:45:33	5480/5480	---M--	200	added ('OK')	font/woff2	etag:W/%221568-49773873e8%22	https://www.the99apartments.com/_next/static/media/f7099cae2a5aa83f-s.woff2	C:/Users/Isaac%20Winner/Desktop/thepreciousapartment/www.the99apartments.com/_next/static/media/f7099cae2a5aa83f-s.woff2	(from https://www.the99apartments.com/_next/static/css/339706e6d6fc10f3.css)
15:45:34	5440/5440	---M--	200	added ('OK')	font/woff2	etag:W/%221540-49773873e8%22	https://www.the99apartments.com/_next/static/media/8d346445d24062b5-s.woff2	C:/Users/Isaac%20Winner/Desktop/thepreciousapartment/www.the99apartments.com/_next/static/media/8d346445d24062b5-s.woff2	(from https://www.the99apartments.com/_next/static/css/339706e6d6fc10f3.css)
15:45:34	5532/5532	---M--	200	added ('OK')	font/woff2	etag:W/%22159c-49773873e8%22	https://www.the99apartments.com/_next/static/media/46c21389e888bf13-s.woff2	C:/Users/Isaac%20Winner/Desktop/thepreciousapartment/www.the99apartments.com/_next/static/media/46c21389e888bf13-s.woff2	(from https://www.the99apartments.com/_next/static/css/339706e6d6fc10f3.css)
15:45:35	5472/5472	---M--	200	added ('OK')	font/woff2	etag:W/%221560-49773873e8%22	https://www.the99apartments.com/_next/static/media/f5767adec246cdc1-s.woff2	C:/Users/Isaac%20Winner/Desktop/thepreciousapartment/www.the99apartments.com/_next/static/media/f5767adec246cdc1-s.woff2	(from https://www.the99apartments.com/_next/static/css/339706e6d6fc10f3.css)
15:45:35	5480/5480	---M--	200	added ('OK')	font/woff2	etag:W/%221568-49773873e8%22	https://www.the99apartments.com/_next/static/media/0a03a6d30c07af2e-s.woff2	C:/Users/Isaac%20Winner/Desktop/thepreciousapartment/www.the99apartments.com/_next/static/media/0a03a6d30c07af2e-s.woff2	(from https://www.the99apartments.com/_next/static/css/339706e6d6fc10f3.css)
15:45:36	5388/5388	---M--	200	added ('OK')	font/woff2	etag:W/%22150c-49773873e8%22	https://www.the99apartments.com/_next/static/media/30cd8f99d32fa6e8-s.woff2	C:/Users/Isaac%20Winner/Desktop/thepreciousapartment/www.the99apartments.com/_next/static/media/30cd8f99d32fa6e8-s.woff2	(from https://www.the99apartments.com/_next/static/css/339706e6d6fc10f3.css)
